layer,uniprot,n,n_actives,n_decoys,source_n,source_n_actives,source_n_decoys,sampling_seed,status,reason,smina_n_scored,smina_coverage,smina_sample_failure_last_auroc,smina_sample_failure_last_ef1,smina_sample_failure_last_top_n,smina_sample_failure_last_top_active_expected,smina_scored_only_auroc,smina_scored_only_ef1,smina_scored_only_top_n,smina_scored_only_top_active_expected,pre_min_interaction_n_scored,pre_min_interaction_coverage,pre_min_interaction_sample_failure_last_auroc,pre_min_interaction_sample_failure_last_ef1,pre_min_interaction_sample_failure_last_top_n,pre_min_interaction_sample_failure_last_top_active_expected,pre_min_interaction_scored_only_auroc,pre_min_interaction_scored_only_ef1,pre_min_interaction_scored_only_top_n,pre_min_interaction_scored_only_top_active_expected,interaction_n_scored,interaction_coverage,interaction_sample_failure_last_auroc,interaction_sample_failure_last_ef1,interaction_sample_failure_last_top_n,interaction_sample_failure_last_top_active_expected,interaction_scored_only_auroc,interaction_scored_only_ef1,interaction_scored_only_top_n,interaction_scored_only_top_active_expected,composite_n_scored,composite_coverage,composite_sample_failure_last_auroc,composite_sample_failure_last_ef1,composite_sample_failure_last_top_n,composite_sample_failure_last_top_active_expected,composite_scored_only_auroc,composite_scored_only_ef1,composite_scored_only_top_n,composite_scored_only_top_active_expected
L2,Q06418,250,5,245,41412,812,40600,18004468241013591852,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q07343,250,5,245,9588,188,9400,4971629903263079932,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q07817,250,5,245,19227,377,18850,15238846549221028124,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q07820,250,5,245,5457,107,5350,8631563934143268546,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q07889,250,5,245,30141,591,29550,14577972420201371978,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q08210,250,5,245,3366,66,3300,3491542703345111420,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q08345,250,5,245,17238,338,16900,6416518791138974637,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q08499,250,5,245,10914,214,10700,13099637582922731891,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q09472,250,5,245,5712,112,5600,16166157986439860734,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q12851,250,5,245,1071,21,1050,15193288449323554698,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q12866,250,5,245,44625,875,43750,18315733961323295420,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q12879,250,5,245,612,12,600,16570894604080435736,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q12884,250,5,245,6222,122,6100,9609107474752481722,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q12931,250,5,245,561,11,550,14307874353273917339,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13043,250,5,245,765,15,750,17767568156995277593,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13085,250,5,245,1173,23,1150,8575546589553086323,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13133,250,5,245,561,11,550,10451091832295798204,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13153,250,5,245,816,16,800,343480162758855257,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13164,250,5,245,765,15,750,17108638344006826766,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13224,250,5,245,2142,42,2100,6295157523018543498,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13315,250,5,245,11016,216,10800,4009399375721844445,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13451,250,5,245,1428,28,1400,16821487043696467166,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13464,250,5,245,9333,183,9150,2772235111111411952,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13489,250,5,245,10761,211,10550,4173086409659511366,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13490,250,5,245,10761,211,10550,1563347399184252309,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13526,250,5,245,714,14,700,17992919136956128330,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13546,250,5,245,29988,588,29400,4808859511256050394,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13547,250,5,245,53244,1044,52200,12770159831092313569,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13627,250,5,245,23562,462,23100,16582660284102426340,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13822,250,5,245,10047,197,9850,14767286457722542186,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q13946,250,5,245,4743,93,4650,7905881183125335179,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q14004,250,5,245,2142,42,2100,14788046081784027373,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q14145,250,5,245,6324,124,6200,14339530581362947968,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q14432,250,5,245,2397,47,2350,13509496640692769418,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q14524,250,5,245,1836,36,1800,12341733730948046318,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q14833,250,5,245,8721,171,8550,12371829265161136511,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q14994,250,5,245,1122,22,1100,17468546991933201528,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15059,250,5,245,1887,37,1850,6270443628623061828,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15118,250,5,245,867,17,850,4716720984604740608,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15119,250,5,245,5712,112,5600,10583448929319513683,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15125,250,5,245,9027,177,8850,9205307037292387568,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15561,250,5,245,19686,386,19300,17229526539343978349,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15858,250,5,245,33660,660,33000,4705293177555240956,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q15910,250,5,245,37485,735,36750,3429411556848071554,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16288,250,5,245,8466,166,8300,6020692444299983893,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16539,250,5,245,1887,37,1850,1424722636322776257,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16552,250,5,245,13362,262,13100,7801607922989388262,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16584,250,5,245,4743,93,4650,12753487495179607061,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16602,250,5,245,1224,24,1200,4194133440841428068,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16620,250,5,245,9588,188,9400,8562610809156187455,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16678,250,5,245,1581,31,1550,13539642728420952860,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16740,250,5,245,1632,32,1600,8416788737069595499,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16769,250,5,245,3417,67,3350,17276940933314862523,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16790,250,5,245,12750,250,12500,778538459926829285,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q16873,250,5,245,561,11,550,10036969345772264882,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q2M2I8,250,5,245,3213,63,3150,6737595926797800718,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q32ZE1,250,5,245,7650,150,7500,8971262521267051497,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q3TBT3,250,5,245,714,14,700,12414197809437634025,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q460N5,250,5,245,1224,24,1200,9195592637596446628,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q58F21,250,5,245,1989,39,1950,8795795148083744900,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q5BJF2,250,5,245,5610,110,5500,11104773809560731586,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q5S007,250,5,245,38760,760,38000,4488552242595581485,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q5U3Y7,250,5,245,2142,42,2100,4322619982661670871,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q60492,250,5,245,2448,48,2400,7853340583786507891,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q63470,250,5,245,663,13,650,17882267193351097745,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q64610,250,5,245,2805,55,2750,4703288156570363110,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q6P179,250,5,245,867,17,850,3261272936073506661,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q6V1X1,250,5,245,3519,69,3450,16058428011452996040,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q6ZQW0,250,5,245,2754,54,2700,14794828645758926383,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q72547,250,5,245,3264,64,3200,2147315838773112392,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q86TI2,250,5,245,2856,56,2800,12162621705385550869,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q86U44,250,5,245,2958,58,2900,8931646687034206220,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q86V86,250,5,245,1887,37,1850,12736555875927666429,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q86W56,250,5,245,17391,341,17050,11877576318397291693,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q86WV6,250,5,245,8670,170,8500,6550465030698254141,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q86X55,250,5,245,2397,47,2350,141900223201614806,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8IVH8,250,5,245,16932,332,16600,6037433973909709373,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8IXJ6,250,5,245,867,17,850,13946486850162297985,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8IYT8,250,5,245,561,11,550,1553031140898156468,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8N884,250,5,245,15708,308,15400,14014194366754824539,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8NEB9,250,5,245,2907,57,2850,8341071323543036033,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8NER1,250,5,245,2244,44,2200,1829459804638871215,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8NET8,250,5,245,15096,296,14800,3358474975626390717,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8NFU5,250,5,245,3366,66,3300,13566633022430815223,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8NI77,250,5,245,55590,1090,54500,2097503385602083316,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8R4B8,250,5,245,2958,58,2900,16916952619431433784,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8TDV5,250,5,245,1530,30,1500,6706274829108379826,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q8TF76,250,5,245,1887,37,1850,17084147619959158805,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q92633,250,5,245,28560,560,28000,7343737472647626020,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q92769,250,5,245,17238,338,16900,16215572284800196764,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q92793,250,5,245,22287,437,21850,7810490346231764169,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q92831,250,5,245,2091,41,2050,6044822036717784378,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q92918,250,5,245,115821,2271,113550,17934305919255674104,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q92993,250,5,245,4743,93,4650,6700257261148269696,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q93009,250,5,245,14943,293,14650,8018947820788918513,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q969S8,250,5,245,561,11,550,13153242495077525585,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q96GG9,250,5,245,26010,510,25500,2888381633765673962,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q96KQ7,250,5,245,1734,34,1700,856074367638104211,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q96P20,250,5,245,22644,444,22200,1425329055783483354,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q96RI1,250,5,245,3111,61,3050,7798151687327364884,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q96S37,250,5,245,1530,30,1500,14408361672707824968,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q96SW2,250,5,245,34323,673,33650,10749251837378474517,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99558,250,5,245,2805,55,2750,9484955441723776340,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99571,250,5,245,2499,49,2450,8513664755006860120,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99572,250,5,245,1377,27,1350,1636606032993247643,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99640,250,5,245,14586,286,14300,13919817896567773695,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99683,250,5,245,3876,76,3800,7809729778486388332,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99685,250,5,245,19380,380,19000,8064326132861649287,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99720,250,5,245,2142,42,2100,6382935782967442190,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99814,250,5,245,5814,114,5700,16582901368086339534,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q99873,250,5,245,1530,30,1500,13696844368905496493,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9BUB5,250,5,245,5916,116,5800,7223086586598595103,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9BWU1,250,5,245,867,17,850,15557019397650570034,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9BY41,250,5,245,20043,393,19650,17999303435077803463,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9BZP6,250,5,245,663,13,650,11118457329824494961,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9C0B1,250,5,245,1530,30,1500,9977671408976962065,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9GZT9,250,5,245,3978,78,3900,1098941104120235150,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9H2K2,250,5,245,4080,80,4000,15939016039010933806,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9H3N8,250,5,245,2805,55,2750,5184429514632024787,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9H7B4,250,5,245,1275,25,1250,786675328731538768,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9H8M2,250,5,245,19941,391,19550,13188661154125826307,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9H999,250,5,245,4131,81,4050,11221287886498068126,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9HAZ1,250,5,245,6885,135,6750,17581125071836595688,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9HBH9,250,5,245,5304,104,5200,7856288120044493708,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NQS5,250,5,245,2346,46,2300,5183266345047743638,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NR48,250,5,245,1785,35,1750,13908321590974254282,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NR97,250,5,245,2958,58,2900,15949489708142603374,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NSY1,250,5,245,3468,68,3400,1412416176948988309,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NWZ3,250,5,245,74358,1458,72900,12819004192185846859,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NXS2,250,5,245,2091,41,2050,7249987722795881974,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NYK1,250,5,245,2958,58,2900,16525894409740977748,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NYL2,250,5,245,612,12,600,17904518073710512171,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NYV4,250,5,245,14382,282,14100,14947221777606715433,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9NZQ7,250,5,245,44676,876,43800,14530377881499474442,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9P1W9,250,5,245,969,19,950,4164417772622241758,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9P2K8,250,5,245,4386,86,4300,15187076387462549856,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9QYN8,250,5,245,1326,26,1300,8630722663385371492,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UBF8,250,5,245,1326,26,1300,14265768191674856279,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UBN7,250,5,245,71451,1401,70050,8564489600993451357,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UDY8,250,5,245,21267,417,20850,17741466162635118995,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UEE5,250,5,245,1020,20,1000,124884189066649428,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UGN5,250,5,245,8364,164,8200,1876368649253222506,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UIQ6,250,5,245,867,17,850,9725690945455607969,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UK32,250,5,245,1122,22,1100,4487148433813501020,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UKE5,250,5,245,2550,50,2500,6911171891577182127,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UL62,250,5,245,2907,57,2850,1184123911696712043,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9ULX7,250,5,245,612,12,600,9988176643255839361,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UM07,250,5,245,42024,824,41200,2187228278534224017,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UM73,250,5,245,5916,116,5800,17827517467230656816,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UNA0,250,5,245,4080,80,4000,4331801162202381968,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UNQ0,250,5,245,612,12,600,12187692295631939146,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UQB9,250,5,245,765,15,750,16647579005328891104,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9UQD0,250,5,245,16422,322,16100,8916330254017972275,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y233,250,5,245,4131,81,4050,7541019026377901158,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y251,250,5,245,2703,53,2650,18137618310145186818,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y2K2,250,5,245,2244,44,2200,6536555802223200480,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y572,250,5,245,1530,30,1500,3444241840070454830,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y5N1,250,5,245,1428,28,1400,9092822213952883826,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y5Y6,250,5,245,1530,30,1500,9567292391275146119,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y5Y9,250,5,245,32232,632,31600,5222850111976148504,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y5Z0,250,5,245,16167,317,15850,8551314791215471979,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Y657,250,5,245,561,11,550,14215236628364421818,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Z0U4,250,5,245,1122,22,1100,2125787613375574483,unavailable,FileNotFoundError: Pocket absent from dataset and source archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2,Q9Z1M0,250,5,245,561,11,550,18328631435894001727,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,A0A1D8PKB4,250,5,245,612,12,600,11167088954639640181,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,C7FF05,250,5,245,4692,92,4600,10295181648829998474,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,O14638,250,5,245,4641,91,4550,12106164232271939248,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,O43526,250,5,245,1377,27,1350,4554835331555385915,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,O94921,250,5,245,5100,100,5000,6304679806515114969,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,P01111,250,5,245,23919,469,23450,11509041706049706805,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,P05556,250,5,245,1377,27,1350,17131053911905100531,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3,P05622,250,5,245,19278,378,18900,2718304643039486053,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
